Baseline_good_outcomes_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Percent_Thrombolysis_(median%),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),calibration,scenario,stroke_team
257.82,228.02,287.7,258.0,17.26,3.38,15.28,12.95,17.15,15.2,1.41,0.28,12.78,10.72,14.81,12.76,1.27,0.25,163.02,1.0,base,AGNOF1041H
259.84,241.38,286.26,260.74,14.08,2.76,14.79,13.29,16.89,14.91,1.03,0.2,13.09,11.68,15.13,13.21,1.02,0.2,154.07,1.0,base,AKCGO9726K
243.0,211.9,272.0,242.04,19.53,3.83,7.8,6.19,9.4,7.8,1.1,0.22,5.61,4.27,7.34,5.67,0.98,0.19,183.15,1.0,base,AOBTM3098N
235.76,205.01,275.74,239.0,21.02,4.12,10.02,8.42,12.53,10.4,1.32,0.26,7.46,5.89,9.53,7.59,1.2,0.24,180.86,1.0,base,APXEE8191H
232.73,196.36,272.73,236.47,24.64,4.83,9.09,6.89,12.0,9.17,1.67,0.33,6.12,4.62,8.61,6.28,1.2,0.24,188.62,1.0,base,ATDID5461S
269.41,223.29,301.37,267.99,29.02,5.69,6.85,4.54,9.59,6.94,1.71,0.34,5.08,3.31,7.19,5.13,1.28,0.25,190.92,1.0,base,BBXPQ0212O
242.06,215.97,271.92,243.29,19.05,3.73,10.71,8.52,12.91,10.73,1.47,0.29,8.87,6.74,11.03,8.89,1.32,0.26,160.33,1.0,base,BICAW1125K
276.23,239.51,316.92,277.37,22.83,4.47,15.85,13.06,17.99,15.77,1.42,0.28,13.75,11.09,15.77,13.52,1.43,0.28,166.79,1.0,base,BQZGT7491V
259.01,220.5,281.53,256.35,18.81,3.69,12.16,10.12,15.09,12.33,1.67,0.33,9.93,7.54,12.25,10.01,1.52,0.3,169.39,1.0,base,BXXZS5063A
264.46,198.35,314.05,260.17,35.52,6.96,19.01,12.4,23.97,19.01,3.66,0.72,14.96,9.6,20.73,15.13,3.27,0.64,172.1,1.0,base,CNBGF2713O
265.44,239.29,301.16,268.8,20.27,3.97,12.93,10.61,15.07,12.95,1.45,0.28,10.7,8.67,12.93,10.82,1.31,0.26,169.14,1.0,base,CQAAX8797Z
258.5,217.69,302.72,259.08,26.7,5.23,8.5,6.11,11.22,8.71,1.59,0.31,5.65,4.1,7.45,5.65,1.1,0.22,208.41,1.0,base,CYVHC2532V
257.14,234.78,283.29,257.43,15.49,3.04,9.94,8.32,11.68,9.99,1.15,0.23,7.93,6.36,9.48,7.95,1.0,0.2,172.92,1.0,base,DANAH4615Q
262.98,236.94,299.31,264.91,19.71,3.86,13.15,10.21,15.23,13.03,1.54,0.3,11.15,9.13,13.19,11.19,1.31,0.26,161.84,1.0,base,DLNBB9786K
259.77,233.35,280.32,259.14,13.82,2.71,11.87,10.05,13.48,11.91,0.9,0.18,10.16,9.01,11.6,10.19,0.86,0.17,160.45,1.0,base,DNOYM6465G
272.06,238.97,301.47,269.61,18.6,3.64,10.29,8.27,12.68,10.34,1.33,0.26,7.18,5.54,9.21,7.33,1.11,0.22,200.59,1.0,base,DQKFO8183I
265.5,236.08,284.39,262.97,14.64,2.87,6.9,5.61,8.54,7.03,0.94,0.18,5.26,4.18,6.7,5.38,0.79,0.16,183.67,1.0,base,DZJVD1372Z
266.23,242.32,292.78,267.17,15.86,3.11,16.03,14.16,18.15,16.03,1.2,0.24,13.61,11.93,15.38,13.63,1.12,0.22,164.87,1.0,base,EQPWM6065O
243.57,225.26,269.36,244.58,14.97,2.93,12.1,10.11,13.62,11.95,1.15,0.23,9.58,7.91,10.98,9.44,1.02,0.2,170.08,1.0,base,EQZZZ5658G
272.93,259.86,290.51,274.34,10.24,2.01,9.02,8.09,10.21,9.09,0.65,0.13,7.18,6.33,8.03,7.21,0.54,0.11,182.05,1.0,base,FAJKD7118X
248.64,214.16,276.04,248.13,19.13,3.75,8.53,6.9,10.72,8.74,1.21,0.24,6.46,5.01,8.29,6.57,0.98,0.19,179.44,1.0,base,FCCJC8768V
273.07,243.14,294.39,270.36,17.04,3.34,12.47,10.71,14.09,12.38,1.13,0.22,10.19,8.56,11.55,10.1,0.95,0.19,173.68,1.0,base,FLVXS2956M
266.84,247.71,289.34,266.71,13.03,2.55,15.37,13.72,17.18,15.29,1.03,0.2,13.45,11.71,15.25,13.36,1.13,0.22,158.76,1.0,base,FPTBM7594G
243.02,200.98,273.74,239.39,21.65,4.24,9.22,6.7,11.45,9.12,1.47,0.29,6.22,4.78,8.13,6.32,1.1,0.22,188.38,1.0,base,FWHZZ0143J
247.26,220.9,297.59,251.95,23.8,4.66,11.27,8.97,13.35,11.23,1.32,0.26,8.69,7.01,10.35,8.76,1.09,0.21,174.35,1.0,base,FYFMU3598G
265.44,242.65,293.01,267.66,16.58,3.25,19.85,17.2,22.21,19.84,1.51,0.3,15.9,13.98,18.02,15.91,1.27,0.25,177.07,1.0,base,GKONI0110I
263.86,234.94,289.16,263.76,15.54,3.05,12.77,11.32,14.83,12.94,1.05,0.21,10.65,9.23,12.42,10.81,0.95,0.19,166.15,1.0,base,GLRVJ5773V
270.83,246.2,300.25,270.82,16.31,3.2,9.68,7.96,11.4,9.7,1.03,0.2,8.43,6.88,9.81,8.31,0.94,0.18,164.8,1.0,base,GRCGI3873D
254.18,232.44,279.43,254.0,15.38,3.01,12.54,10.03,14.72,12.38,1.4,0.27,10.84,8.66,12.88,10.75,1.34,0.26,154.79,1.0,base,GWOXR9160G
259.33,237.83,286.23,260.21,16.06,3.15,15.81,13.83,18.29,15.84,1.37,0.27,11.68,10.0,13.59,11.61,1.1,0.22,190.91,1.0,base,HBFCN1575G
263.59,238.8,293.33,263.82,17.5,3.43,9.39,7.25,11.38,9.34,1.33,0.26,7.94,6.04,9.96,7.94,1.26,0.25,162.71,1.0,base,HGGNH9018F
257.67,223.77,294.63,258.62,24.16,4.74,11.35,8.59,14.74,11.57,1.93,0.38,9.43,6.9,12.38,9.48,1.71,0.33,166.8,1.0,base,HONZP0443O
278.3,226.18,316.04,274.25,30.07,5.89,14.15,10.83,19.34,14.46,2.36,0.46,11.45,8.17,14.83,11.55,2.15,0.42,178.01,1.0,base,HPWIF9956L
260.92,233.4,284.71,259.29,16.26,3.19,17.35,15.23,19.98,17.44,1.39,0.27,15.55,13.55,18.04,15.65,1.37,0.27,148.8,1.0,base,HREGJ0143U
277.65,244.59,308.47,276.64,21.61,4.24,5.41,3.75,6.84,5.46,1.0,0.2,3.59,2.16,4.51,3.52,0.7,0.14,217.23,1.0,base,HYCCK3082L
256.54,234.12,280.2,256.29,15.04,2.95,8.47,6.97,9.97,8.53,0.94,0.18,6.68,5.43,8.03,6.69,0.84,0.16,175.72,1.0,base,HYNBH3271L
251.91,202.29,301.53,253.59,28.85,5.65,4.58,2.29,6.51,4.34,1.33,0.26,2.73,1.37,4.35,2.77,0.94,0.19,208.95,1.0,base,HZMLX7970T
257.78,222.11,286.78,258.91,20.0,3.92,12.67,10.22,14.9,12.52,1.45,0.28,9.74,7.81,11.84,9.64,1.21,0.24,180.72,1.0,base,HZNVT9936G
250.61,223.34,294.84,254.18,22.94,4.5,9.34,7.11,11.79,9.36,1.43,0.28,7.26,5.41,9.38,7.37,1.2,0.23,173.27,1.0,base,IATJE0497S
247.24,216.82,279.41,247.22,18.75,3.68,16.91,13.78,19.68,16.94,1.79,0.35,13.45,10.77,15.82,13.29,1.54,0.3,172.55,1.0,base,IAZKG9244A
247.5,220.0,271.31,246.19,15.8,3.1,9.88,8.38,11.38,9.81,0.97,0.19,7.48,6.21,8.79,7.41,0.81,0.16,178.76,1.0,base,IDHVL2894N
241.5,215.9,272.11,241.79,17.92,3.51,9.52,7.3,11.41,9.5,1.22,0.24,7.14,5.7,8.51,7.09,1.0,0.2,179.51,1.0,base,ISIZF6614O
261.72,222.27,300.98,263.05,25.75,5.05,2.34,1.17,4.3,2.49,0.98,0.19,2.4,0.96,4.33,2.54,1.06,0.21,123.19,1.0,base,ISXKM9668U
263.76,229.41,292.22,264.59,19.0,3.72,10.82,8.91,13.66,10.98,1.52,0.3,9.32,7.49,11.96,9.46,1.42,0.28,160.41,1.0,base,ITFRR7678Y
261.42,230.84,302.03,261.57,22.57,4.42,6.09,4.06,8.12,6.1,1.17,0.23,4.74,3.23,6.24,4.74,0.98,0.19,177.43,1.0,base,IUMNL9626U
258.06,216.59,308.99,258.39,28.61,5.61,8.29,5.53,10.6,8.11,1.65,0.32,5.64,4.0,7.76,5.7,1.25,0.24,194.07,1.0,base,IWINL6248B
229.25,208.16,257.38,230.75,14.7,2.88,9.7,7.87,11.26,9.67,1.1,0.22,7.11,5.86,8.37,7.1,0.83,0.16,177.04,1.0,base,IYJHY1440E
272.56,250.0,298.62,273.59,15.17,2.97,11.07,9.15,12.88,11.0,1.14,0.22,9.83,8.11,11.49,9.84,1.13,0.22,157.39,1.0,base,JADBS8258F
260.91,238.88,284.88,261.04,14.65,2.87,10.91,9.66,12.58,11.01,0.95,0.19,9.2,7.9,10.88,9.27,0.9,0.18,162.73,1.0,base,JHDQL1362V
256.82,235.65,278.95,256.86,14.03,2.75,14.06,12.57,15.72,14.02,1.02,0.2,12.64,11.36,14.33,12.67,0.94,0.19,146.09,1.0,base,JINXD0311F
273.33,240.0,306.83,273.67,20.77,4.07,10.67,8.32,13.33,10.59,1.63,0.32,8.03,6.15,10.5,8.1,1.35,0.26,188.5,1.0,base,JRXDG8181O
267.33,207.43,346.53,269.6,44.5,8.72,8.91,4.95,14.85,9.59,3.12,0.61,7.77,3.77,13.05,8.04,2.9,0.57,164.4,1.0,base,JXJYG0100P
237.94,210.45,270.42,238.22,18.22,3.57,14.15,11.88,16.72,14.26,1.44,0.28,10.69,8.97,13.0,10.79,1.24,0.24,175.88,1.0,base,KECZG3964M
275.03,252.79,301.42,274.1,15.3,3.0,14.23,12.64,16.12,14.25,1.06,0.21,13.24,11.32,14.85,13.14,1.08,0.21,152.2,1.0,base,KZKEZ2257Z
234.78,204.24,260.98,235.07,17.43,3.42,7.72,6.09,10.22,7.93,1.23,0.24,5.95,4.48,7.77,5.96,1.04,0.2,174.3,1.0,base,LECHF1024T
250.55,209.96,277.9,248.71,20.75,4.07,1.75,0.88,2.64,1.69,0.61,0.12,1.13,0.49,1.92,1.13,0.45,0.09,198.37,1.0,base,LFPMM4706C
246.67,210.0,290.33,246.83,25.29,4.96,10.0,8.0,12.33,10.12,1.38,0.27,7.75,5.96,9.69,7.76,1.23,0.24,177.41,1.0,base,LFZMO6561M
256.36,228.71,286.12,256.61,18.98,3.72,7.84,6.35,10.18,7.94,1.3,0.26,6.03,4.47,7.76,6.01,1.06,0.21,182.87,1.0,base,LGNPK4211W
257.75,219.3,290.28,256.82,21.7,4.25,11.97,9.3,15.25,12.06,1.87,0.37,8.95,6.15,11.19,8.79,1.55,0.3,190.54,1.0,base,LLPWF6176Z
252.65,218.99,279.24,251.94,17.62,3.45,10.42,8.47,13.26,10.58,1.44,0.28,8.04,6.76,10.39,8.24,1.15,0.22,176.34,1.0,base,LUVFZ2751A
223.63,173.0,266.24,224.51,29.57,5.79,5.49,3.38,8.44,5.55,1.65,0.32,3.76,2.35,5.99,3.92,1.19,0.23,180.77,1.0,base,LZAYM7611L
250.71,231.11,271.22,250.6,12.46,2.44,11.61,9.9,13.51,11.6,1.05,0.21,9.03,7.7,10.47,9.02,0.81,0.16,173.79,1.0,base,LZGVG8257A
265.84,240.96,299.92,267.98,17.92,3.51,24.11,21.92,27.36,24.23,1.71,0.34,22.96,20.74,26.26,23.1,1.72,0.34,140.0,1.0,base,MHMYL4920B
245.95,213.43,288.03,246.96,23.98,4.7,9.71,6.8,11.99,9.63,1.62,0.32,7.23,5.31,9.63,7.37,1.31,0.26,173.5,1.0,base,NFBUF0424E
251.36,213.38,275.05,249.49,17.85,3.5,14.38,11.93,16.29,14.25,1.45,0.28,11.56,9.27,13.63,11.52,1.23,0.24,167.3,1.0,base,NGKDE7265L
252.74,225.35,275.67,252.33,15.69,3.08,15.49,13.45,17.85,15.56,1.34,0.26,12.67,10.86,15.18,12.81,1.3,0.25,163.24,1.0,base,NTPQZ0829K
258.9,227.99,291.34,259.63,19.34,3.79,11.0,9.53,13.28,11.14,1.27,0.25,8.3,6.83,10.21,8.31,1.05,0.21,186.46,1.0,base,NZECY6641V
262.58,237.34,295.6,263.88,17.66,3.46,8.18,6.44,10.06,8.14,1.09,0.21,6.18,4.7,7.7,6.11,0.89,0.17,186.98,1.0,base,NZNML2841Q
242.78,225.49,263.89,243.4,12.96,2.54,10.67,9.32,12.21,10.7,0.92,0.18,8.0,6.91,9.23,8.02,0.72,0.14,178.64,1.0,base,OFKDF3720W
256.16,224.96,285.71,257.52,19.36,3.8,10.51,7.88,12.16,10.25,1.29,0.25,8.65,6.7,10.12,8.56,1.11,0.22,163.61,1.0,base,OHGIK1804X
274.91,245.39,302.58,274.15,17.24,3.38,8.49,6.82,10.89,8.62,1.24,0.24,7.66,6.1,10.14,7.8,1.24,0.24,155.15,1.0,base,OKVRY7006H
268.95,241.88,294.31,268.05,16.98,3.33,15.43,13.0,18.06,15.6,1.45,0.28,12.7,10.78,15.24,12.83,1.25,0.24,171.06,1.0,base,OQYTM8444L
257.46,216.23,298.69,257.01,26.71,5.23,8.96,6.32,11.57,9.0,1.55,0.3,6.1,4.2,8.21,6.11,1.13,0.22,202.56,1.0,base,OUXUZ1084Q
256.56,225.58,284.26,255.03,17.83,3.5,12.39,10.35,14.15,12.31,1.19,0.23,10.41,8.51,12.06,10.35,1.14,0.22,160.96,1.0,base,OYASQ1316D
259.54,238.36,295.9,262.79,19.09,3.74,13.36,11.06,15.84,13.47,1.5,0.29,11.8,9.66,14.06,11.76,1.41,0.28,156.36,1.0,base,PAOUI8935Z
254.88,222.02,285.97,254.21,20.04,3.93,12.79,10.3,15.12,12.73,1.55,0.3,10.05,7.62,11.89,10.02,1.34,0.26,172.65,1.0,base,PAYNN3649Z
260.46,232.05,283.54,258.25,16.39,3.21,9.72,7.69,11.34,9.67,1.12,0.22,7.45,5.8,8.91,7.47,0.93,0.18,180.71,1.0,base,PDNWI2057P
256.07,233.53,280.98,256.59,15.65,3.07,11.79,9.94,13.64,11.85,1.14,0.22,9.69,8.12,11.07,9.57,0.96,0.19,168.68,1.0,base,PSNKC7508G
270.8,246.33,300.16,272.15,18.32,3.59,7.18,5.53,8.98,7.24,1.12,0.22,5.04,3.67,6.53,5.03,0.89,0.17,204.45,1.0,base,QNARI2373R
278.91,259.15,303.68,281.27,14.39,2.82,16.65,14.49,18.68,16.62,1.36,0.27,15.33,13.57,17.51,15.46,1.24,0.24,151.24,1.0,base,QOAPO4699N
252.98,219.57,279.24,251.12,17.34,3.4,9.43,7.16,11.93,9.55,1.61,0.31,7.07,5.35,9.18,7.17,1.28,0.25,180.67,1.0,base,QOGNY5824N
244.71,206.22,280.42,244.89,23.4,4.59,17.72,14.55,20.91,17.94,1.95,0.38,13.54,11.39,16.12,13.64,1.53,0.3,173.97,1.0,base,QQUVD2066Z
267.74,229.03,309.84,266.87,25.84,5.06,11.77,8.39,14.19,11.63,1.68,0.33,8.62,5.94,10.56,8.56,1.35,0.26,192.59,1.0,base,QTELJ8888W
267.61,244.42,287.78,266.67,14.32,2.81,14.89,12.98,16.5,14.82,1.15,0.23,12.6,10.98,14.26,12.62,1.04,0.2,164.51,1.0,base,QWKRA8499D
260.39,227.01,293.77,260.72,23.24,4.56,9.7,6.93,11.63,9.45,1.41,0.28,7.6,5.43,9.1,7.4,1.18,0.23,174.65,1.0,base,QZMCK3259S
250.54,226.36,283.22,253.53,18.76,3.68,8.82,6.75,10.89,8.8,1.29,0.25,6.51,4.9,8.33,6.6,1.08,0.21,181.04,1.0,base,RDVPJ0375X
245.7,219.09,278.56,247.1,17.65,3.46,15.96,13.61,18.47,15.84,1.48,0.29,13.57,11.36,15.98,13.59,1.41,0.28,153.1,1.0,base,REVJR6326T
245.39,219.46,280.44,247.21,18.86,3.7,17.71,15.31,20.66,17.89,1.82,0.36,14.09,11.9,16.88,14.23,1.62,0.32,168.09,1.0,base,RGJWU8840Q
252.39,234.27,275.18,253.78,12.8,2.51,12.08,10.29,13.88,12.1,1.06,0.21,10.33,8.77,11.9,10.31,1.02,0.2,158.55,1.0,base,ROOIZ9592Y
244.37,216.22,274.89,245.05,18.04,3.53,11.49,9.0,13.98,11.51,1.56,0.31,9.15,7.01,11.46,9.18,1.44,0.28,166.22,1.0,base,SBRDX1922J
275.12,245.39,302.06,275.68,18.4,3.61,8.9,7.25,10.39,8.95,1.06,0.21,7.73,6.24,9.45,7.73,0.97,0.19,164.61,1.0,base,SBYTE4026H
253.56,232.79,275.61,253.43,13.02,2.55,11.0,8.93,12.43,10.87,1.09,0.21,7.6,6.42,8.98,7.7,0.81,0.16,191.93,1.0,base,SJVFI6669M
281.85,259.97,310.17,282.08,15.43,3.02,12.74,11.06,14.68,12.73,1.14,0.22,11.35,9.68,13.29,11.34,1.12,0.22,163.91,1.0,base,SMVTP6284P
273.86,243.07,302.27,272.32,17.22,3.37,7.61,5.91,9.78,7.68,1.28,0.25,6.69,5.08,8.4,6.66,1.19,0.23,163.0,1.0,base,SQGXB9559U
251.66,204.97,311.26,253.25,34.12,6.69,13.58,8.58,19.21,13.91,3.21,0.63,11.35,7.41,16.53,11.41,2.79,0.55,167.13,1.0,base,TBZOA3799I
282.1,256.81,313.33,283.21,19.28,3.78,11.58,9.52,14.02,11.63,1.42,0.28,9.61,7.88,11.79,9.71,1.29,0.25,175.36,1.0,base,TFSJP6914B
242.83,212.24,275.33,242.56,19.31,3.78,7.46,5.54,9.18,7.39,1.19,0.23,5.44,4.16,7.12,5.44,0.93,0.18,181.51,1.0,base,TKRKH4920C
250.0,223.27,292.55,255.51,21.25,4.17,12.77,10.35,15.43,12.85,1.73,0.34,9.47,7.41,12.11,9.45,1.45,0.28,187.43,1.0,base,TMQMS4307W
257.97,222.9,289.86,258.99,22.64,4.44,12.17,9.55,15.67,12.25,1.97,0.39,9.31,7.1,12.39,9.58,1.65,0.32,176.59,1.0,base,TPFFP4410O
277.19,243.68,314.04,276.3,20.85,4.09,9.65,7.89,11.93,9.76,1.3,0.25,8.53,6.78,10.5,8.51,1.17,0.23,163.94,1.0,base,TPXYE0168D
266.4,248.46,290.26,267.53,12.54,2.46,13.32,11.82,15.61,13.57,1.15,0.23,11.63,10.2,13.49,11.74,1.07,0.21,160.88,1.0,base,TQQYU0036V
238.29,209.37,272.73,238.51,20.58,4.03,10.74,7.99,13.77,10.81,1.82,0.36,8.13,5.68,10.31,8.05,1.45,0.29,177.61,1.0,base,TXHRP7672C
245.7,222.52,270.26,245.54,14.53,2.85,10.0,8.48,12.06,10.14,1.04,0.2,7.19,5.99,8.41,7.24,0.82,0.16,188.02,1.0,base,TXYJJ1019H
265.85,242.32,290.43,266.45,15.37,3.01,12.4,10.77,14.02,12.32,1.04,0.2,9.27,7.91,10.55,9.34,0.84,0.16,185.98,1.0,base,UALFR2142B
251.66,226.42,272.91,251.58,13.34,2.61,8.94,7.28,10.6,8.9,1.07,0.21,7.29,5.78,8.54,7.24,0.93,0.18,166.79,1.0,base,UIWEN7236N
256.93,229.11,285.12,257.86,18.57,3.64,13.49,11.43,15.72,13.59,1.39,0.27,10.55,8.62,12.39,10.57,1.21,0.24,179.97,1.0,base,UJETD9177J
274.44,229.14,323.31,275.26,27.83,5.45,12.97,10.51,16.17,13.11,1.87,0.37,10.48,8.27,13.28,10.54,1.61,0.32,180.95,1.0,base,UMYTD3128E
233.48,198.24,260.02,231.81,20.35,3.99,13.22,10.78,14.99,13.17,1.34,0.26,9.77,8.15,11.67,9.78,1.11,0.22,173.03,1.0,base,UWCEW6851O
258.56,228.14,298.48,260.72,20.75,4.07,12.93,10.65,15.03,12.85,1.38,0.27,10.63,8.86,12.65,10.63,1.18,0.23,166.09,1.0,base,VKHPY9501A
261.49,238.88,280.42,260.97,12.6,2.47,11.44,9.74,12.96,11.4,1.03,0.2,8.84,7.49,10.13,8.79,0.86,0.17,182.06,1.0,base,VKKDD9172T
242.02,218.49,264.12,242.87,15.33,3.0,9.75,7.87,11.27,9.69,1.16,0.23,7.24,5.92,8.95,7.31,0.96,0.19,177.02,1.0,base,VUHVS8909F
290.5,229.05,324.02,283.85,30.86,6.05,5.03,2.23,7.82,4.82,1.67,0.33,4.47,1.84,7.58,4.47,1.71,0.34,154.3,1.0,base,VVDIY0129H
244.02,213.15,277.09,243.76,19.73,3.87,13.75,11.33,16.55,13.88,1.58,0.31,10.34,8.44,12.4,10.32,1.3,0.25,178.35,1.0,base,VZOCK3505U
260.44,223.59,299.88,261.18,22.53,4.42,9.09,6.88,12.04,9.29,1.49,0.29,6.2,4.55,8.25,6.38,1.09,0.21,202.39,1.0,base,VZZSN1825O
247.91,217.13,281.34,249.69,20.6,4.04,10.86,8.34,13.09,10.74,1.53,0.3,8.86,6.45,10.69,8.76,1.33,0.26,163.81,1.0,base,WJHSV5358P
252.51,230.77,284.36,254.01,16.14,3.16,10.03,8.52,11.88,10.06,1.16,0.23,7.17,5.75,8.91,7.3,1.0,0.2,189.64,1.0,base,WKDIW7014B
242.19,187.5,297.27,240.7,35.6,6.98,10.16,5.47,14.88,10.29,2.91,0.57,7.15,3.9,11.87,7.43,2.3,0.45,181.34,1.0,base,WSFVN0229E
251.26,210.8,306.53,255.63,31.37,6.15,10.05,7.04,13.57,10.09,2.01,0.39,8.43,5.41,11.08,8.29,1.74,0.34,166.84,1.0,base,WSNTP4114A
257.9,231.35,283.31,256.97,16.52,3.24,9.67,7.83,11.64,9.66,1.12,0.22,7.81,5.81,9.35,7.75,1.04,0.2,170.6,1.0,base,WTBXP2683L
252.92,234.7,273.17,253.3,13.13,2.57,14.13,12.33,16.05,14.18,1.12,0.22,11.27,9.87,12.98,11.36,0.9,0.18,170.29,1.0,base,XDAFB7350M
259.56,225.68,284.24,256.54,18.01,3.53,8.74,7.09,10.75,8.86,1.02,0.2,6.56,5.31,8.02,6.63,0.89,0.17,185.86,1.0,base,XDFKW2704K
275.64,240.22,317.63,278.85,24.83,4.87,13.46,10.58,16.68,13.69,2.06,0.4,11.07,8.42,14.25,11.14,1.89,0.37,178.1,1.0,base,XIGJJ1201J
255.71,230.84,278.24,255.93,15.97,3.13,14.02,12.18,15.99,14.12,1.22,0.24,11.91,10.16,13.74,11.93,1.13,0.22,160.3,1.0,base,XKAWN3771U
227.75,178.01,277.49,228.59,30.86,6.05,5.76,3.64,8.93,6.06,1.68,0.33,4.73,2.89,7.14,4.88,1.38,0.27,151.76,1.0,base,XPABC1435F
232.76,200.32,271.66,232.56,20.32,3.98,8.51,6.47,10.57,8.54,1.21,0.24,6.18,4.73,7.7,6.26,0.96,0.19,175.83,1.0,base,XQAGA4299B
271.68,244.77,294.71,270.61,14.91,2.92,13.14,11.22,15.06,13.15,1.2,0.23,11.38,9.73,13.3,11.47,1.14,0.22,160.82,1.0,base,XWUBX0795L
245.83,200.0,316.67,253.25,37.43,7.34,9.17,5.79,14.17,9.27,2.76,0.54,6.84,4.06,10.61,7.12,2.33,0.46,178.86,1.0,base,YEXCH8391J
284.0,235.8,324.0,281.6,26.52,5.2,11.2,8.38,13.64,10.99,1.88,0.37,8.15,5.59,10.5,8.08,1.54,0.3,198.07,1.0,base,YPKYH1768F
236.03,200.84,273.88,237.65,22.99,4.5,10.61,8.1,13.14,10.66,1.58,0.31,7.76,5.81,10.02,7.9,1.29,0.25,176.47,1.0,base,YQMZV4284N
253.9,222.61,283.07,254.54,20.23,3.97,8.02,5.79,10.47,8.09,1.31,0.26,6.5,4.64,8.56,6.52,1.14,0.22,167.89,1.0,base,ZBVSO0975W
243.09,219.85,269.03,243.35,15.08,2.96,11.31,9.66,12.82,11.28,1.06,0.21,8.85,7.27,10.28,8.82,0.9,0.18,170.44,1.0,base,ZHCLE1578P
247.91,219.35,279.73,247.97,17.47,3.42,6.53,4.69,7.87,6.34,1.01,0.2,4.68,3.26,5.98,4.62,0.82,0.16,184.91,1.0,base,ZRRCV7012C
254.84,227.94,280.18,254.75,18.14,3.55,15.2,13.26,17.0,15.18,1.22,0.24,14.62,12.54,16.62,14.64,1.23,0.24,132.37,1.0,speed,AGNOF1041H
262.9,239.72,281.8,262.19,13.3,2.61,15.27,13.73,17.15,15.31,1.09,0.21,14.63,12.97,16.45,14.72,1.11,0.22,135.86,1.0,speed,AKCGO9726K
246.0,215.9,282.1,245.28,19.6,3.84,9.2,7.0,11.4,9.2,1.3,0.25,8.55,6.71,10.44,8.51,1.17,0.23,133.8,1.0,speed,AOBTM3098N
239.18,207.29,266.63,236.97,18.92,3.71,10.02,7.51,12.98,10.19,1.59,0.31,9.19,6.58,11.39,9.26,1.5,0.29,134.43,1.0,speed,APXEE8191H
232.73,196.18,266.0,233.27,22.75,4.46,10.55,8.0,14.55,10.93,2.08,0.41,10.37,7.38,14.18,10.45,2.0,0.39,120.19,1.0,speed,ATDID5461S
269.41,223.74,315.53,270.14,30.59,6.0,7.76,4.11,10.5,7.54,1.92,0.38,7.73,4.14,10.64,7.63,1.97,0.39,128.15,1.0,speed,BBXPQ0212O
242.06,222.12,271.92,244.88,17.36,3.4,10.52,8.13,12.51,10.38,1.29,0.25,9.43,7.53,11.66,9.52,1.26,0.25,135.58,1.0,speed,BICAW1125K
279.44,239.61,308.35,276.7,21.71,4.25,16.27,13.7,19.07,16.34,1.63,0.32,15.92,13.22,18.84,15.88,1.66,0.33,137.86,1.0,speed,BQZGT7491V
256.76,218.36,292.91,256.24,23.34,4.57,13.29,11.02,15.55,13.35,1.48,0.29,12.83,10.57,15.51,12.97,1.52,0.3,130.05,1.0,speed,BXXZS5063A
252.07,206.2,322.73,254.63,38.49,7.54,18.6,14.01,24.79,18.97,3.51,0.69,17.12,12.06,23.26,17.22,3.29,0.64,146.3,1.0,speed,CNBGF2713O
268.34,240.83,297.39,269.03,18.87,3.7,14.48,11.78,16.8,14.28,1.71,0.33,14.79,11.77,18.03,14.84,1.88,0.37,120.03,1.0,speed,CQAAX8797Z
251.7,210.71,299.32,253.71,25.92,5.08,9.52,6.79,12.24,9.49,1.62,0.32,9.34,6.65,12.38,9.42,1.69,0.33,124.88,1.0,speed,CYVHC2532V
259.63,232.3,284.47,259.08,15.74,3.09,10.43,9.06,12.3,10.5,1.05,0.21,9.68,7.8,11.46,9.73,1.1,0.21,141.37,1.0,speed,DANAH4615Q
261.25,237.02,294.12,263.46,18.74,3.67,13.84,11.42,15.93,13.87,1.42,0.28,13.72,11.42,16.63,13.71,1.43,0.28,130.61,1.0,speed,DLNBB9786K
259.77,238.23,278.47,259.22,13.06,2.56,11.62,10.25,12.99,11.64,0.84,0.16,10.95,9.52,12.57,10.98,0.87,0.17,138.81,1.0,speed,DNOYM6465G
272.98,242.65,303.4,272.57,19.94,3.91,11.03,9.18,13.44,10.99,1.47,0.29,10.55,8.38,12.78,10.56,1.4,0.27,140.91,1.0,speed,DQKFO8183I
261.4,236.02,287.84,262.58,16.74,3.28,7.31,5.96,8.79,7.33,0.85,0.17,7.05,5.81,8.44,7.05,0.84,0.16,136.51,1.0,speed,DZJVD1372Z
